experiment,unit,unit_number,id_1,id_2,id_3,time,date,salinity,pHat25,fileName,unit_ID,alk,insituTemp,pHinsitu,dateString,treatName,treatpH,treatTemp,treatOther,dic,JarID,Jar_ID,BottleCohort,treatment
Krill,Chamber,10,Jar,ColtPlastics_insert,J2F,0.532638889,8/30/21,29.99,7.260499592,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort6.xlsx,Chamber_10,2032.35255,10,7.439664371,8/30/21,Low_pH_Low_T,7.2,10,,2061.6388,J2F,J2G,CH10_01,HiCO2
Krill,Chamber,10,Jar,ColtPlastics_insert,J2G,0.697222222,8/30/21,29.99,7.255544492,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_10,2032.35255,10,7.434246265,8/30/21,Low_pH_Low_T,7.2,10,,2063.122717,J2G,J2H,CH10_02,HiCO2
Krill,Chamber,10,Jar,ColtPlastics_insert,J2G,0.697222222,8/30/21,29.99,7.259059921,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_10,2032.35255,10,7.438089898,8/30/21,Low_pH_Low_T,7.2,10,,2062.069416,J2G,J2H,CH10_02,HiCO2
Krill,Chamber,10,Jar,ColtPlastics_insert,J2H,0.639583333,8/30/21,30.25,7.329928666,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_10,2045.44225,10,7.516008794,8/30/21,Low_pH_Low_T,7.2,10,,2053.884117,J2H,J3A,CH09_02,MidCO2
Krill,Chamber,10,Jar,ColtPlastics_insert,J2H,0.639583333,8/30/21,30.25,7.32669181,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_10,2045.44225,10,7.512451528,8/30/21,Low_pH_Low_T,7.2,10,,2054.824284,J2H,J3A,CH09_02,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3A,0.648611111,8/30/21,30.25,7.520907383,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_9,2045.44225,10,7.725391729,8/30/21,High_pH_Low_T,8,10,,1998.875221,J3A,J3B,CH09_02,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3A,0.648611111,8/30/21,30.25,7.49253096,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_9,2045.44225,10,7.694466991,8/30/21,High_pH_Low_T,8,10,,2007.151335,J3A,J3B,CH09_02,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3B,0.643055556,8/30/21,30.25,7.527844141,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_9,2045.44225,10,7.73293514,8/30/21,High_pH_Low_T,8,10,,1996.83689,J3B,J2C,CH09_03,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3B,0.643055556,8/30/21,30.25,7.529669962,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_9,2045.44225,10,7.734919519,8/30/21,High_pH_Low_T,8,10,,1996.299274,J3B,J2C,CH09_03,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3C,0.695138889,8/30/21,29.2,7.498156554,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,1992.58,10,7.699865656,8/30/21,High_pH_Low_T,8,10,,1956.230711,J3C,J3C,CH09_02,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3C,0.695138889,8/30/21,29.2,7.522286913,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,1992.58,10,7.72617931,8/30/21,High_pH_Low_T,8,10,,1949.433243,J3C,J3C,CH09_02,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3D,0.583333333,8/30/21,29.05,7.508164963,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_9,1985.02825,10,7.710682055,8/30/21,High_pH_Low_T,8,10,,1946.384794,J3D,J3D,CH09_03,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3D,0.582638889,8/30/21,29.05,7.492932377,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_9,1985.02825,10,7.694050688,8/30/21,High_pH_Low_T,8,10,,1950.638467,J3D,J3D,CH09_03,MidCO2
Krill,Chamber,9,Jar,PP_no_insert,J3E,0.704166667,8/30/21,30.01,7.529791865,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2033.35945,10,7.734893431,8/30/21,High_pH_Low_T,8,10,,1985.081667,J3E,J3E,CH09_04,MidCO2
Krill,Chamber,9,Jar,PP_no_insert,J3E,0.704166667,8/30/21,30.01,7.544674107,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2033.35945,10,7.751054176,8/30/21,High_pH_Low_T,8,10,,1980.717642,J3E,J3E,CH09_04,MidCO2
Krill,Chamber,9,Jar,PP_no_insert,J3F,0.645833333,8/30/21,29.74,7.559896416,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_9,2019.7663,10,7.767380217,8/30/21,High_pH_Low_T,8,10,,1963.716394,J3F,J3F,CH09_04,MidCO2
Krill,Chamber,9,Jar,PP_no_insert,J3F,0.645833333,8/30/21,29.74,7.520657129,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_9,2019.7663,10,7.724775539,8/30/21,High_pH_Low_T,8,10,,1975.134395,J3F,J3F,CH09_04,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3G,0.707638889,8/30/21,30.01,7.559047129,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2033.35945,10,7.766630962,8/30/21,High_pH_Low_T,8,10,,1976.470073,J3G,J3G,CH09_04,MidCO2
Krill,Chamber,9,Jar,PP_rubberSilicone,J3G,0.707638889,8/30/21,30.01,7.563223812,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2033.35945,10,7.771151569,8/30/21,High_pH_Low_T,8,10,,1975.229222,J3G,J3G,CH09_04,MidCO2
Krill,Chamber,10,Jar,PP_rubberSilicone,J3H,0.6375,8/30/21,30.25,7.31486035,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_10,2045.44225,10,7.499452928,8/30/21,Low_pH_Low_T,7.2,10,,2058.271018,J3H,J3H,CH10_02,HiCO2
Krill,Chamber,10,Jar,PP_rubberSilicone,J3H,0.6375,8/30/21,30.25,7.322836745,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort3.xlsx,Chamber_10,2045.44225,10,7.508215438,8/30/21,Low_pH_Low_T,7.2,10,,2055.945528,J3H,J3H,CH10_02,HiCO2
Krill,Chamber,10,Jar,PP_no_insert,J3K,0.632638889,8/30/21,29.2,7.342256063,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort2.xlsx,Chamber_10,1992.58,10,7.528745725,8/30/21,Low_pH_Low_T,7.2,10,,1999.563248,J3K,J3K,CH10_02,HiCO2
Krill,Chamber,10,Jar,PP_no_insert,J3L,0.634027778,8/30/21,29.2,7.325052245,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort2.xlsx,Chamber_10,1992.58,10,7.509840447,8/30/21,Low_pH_Low_T,7.2,10,,2004.402464,J3L,J3L,CH10_02,HiCO2
Krill,Chamber,10,Jar,PP_no_insert,J3L,0.634027778,8/30/21,29.2,7.334900552,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort2.xlsx,Chamber_10,1992.58,10,7.520661186,8/30/21,Low_pH_Low_T,7.2,10,,2001.628361,J3L,J3L,CH10_02,HiCO2
Krill,Chamber,10,Jar,CWP_rubberSilicone,JA1,0.65625,8/30/21,31.06,7.256802221,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_10,2086.2217,10,7.43639023,8/30/21,Low_pH_Low_T,7.2,10,,2115.155385,JA1,JA1,CH10_01,HiCO2
Krill,Chamber,10,Jar,CWP_rubberSilicone,JA1,0.65625,8/30/21,31.06,7.231603358,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_10,2086.2217,10,7.408854051,8/30/21,Low_pH_Low_T,7.2,10,,2122.990478,JA1,JA1,CH10_01,HiCO2
Krill,Chamber,9,Jar,CWP_no_insert,JC1,0.691666667,8/30/21,29.99,7.523834087,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2032.35255,10,7.728401594,8/30/21,High_pH_Low_T,8,10,,1985.886587,JC1,JC1,CH09_01,MidCO2
Krill,Chamber,9,Jar,CWP_no_insert,JC1,0.691666667,8/30/21,29.99,7.533228803,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort5.xlsx,Chamber_9,2032.35255,10,7.738615259,8/30/21,High_pH_Low_T,8,10,,1983.145373,JC1,JC1,CH09_01,MidCO2
Krill,Chamber,10,Jar,CWP_no_insert,JD1,0.599305556,8/30/21,31.06,7.24855688,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_10,2086.2217,10,7.427372156,8/30/21,Low_pH_Low_T,7.2,10,,2117.703565,JD1,JD1,CH10_01,HiCO2
Krill,Chamber,10,Jar,CWP_no_insert,JD1,0.6,8/30/21,31.06,7.261678634,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort4.xlsx,Chamber_10,2086.2217,10,7.441727018,8/30/21,Low_pH_Low_T,7.2,10,,2113.65499,JD1,JD1,CH10_01,HiCO2
Krill,Chamber,10,Bottle,N/A,LoCO2_30AUG21,0.572222222,8/30/21,29.85,7.990762866,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_10,2025.30425,10,8.220491509,8/30/21,Low_pH_Low_T,7.2,10,,1812.306813,N/A,N/A,N/A,LoCO2
Krill,Chamber,10,Bottle,N/A,LoCO2_30AUG21,0.573611111,8/30/21,29.85,8.002905774,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_10,2025.30425,10,8.232975718,8/30/21,Low_pH_Low_T,7.2,10,,1806.705605,N/A,N/A,N/A,LoCO2
Krill,Chamber,9,Bottle,N/A,LoCO2_30AUG21,0.572222222,8/30/21,29.7,8.112269033,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_9,2017.7525,10,8.345097355,8/30/21,High_pH_Low_T,8,10,,1746.891418,N/A,N/A,N/A,LoCO2
Krill,Chamber,9,Bottle,N/A,LoCO2_30AUG21,0.577777778,8/30/21,29.7,8.122525429,SPEC TEMPLATE 2019_ID1_ID2_ID3_jarTest_Day03_Cohort1.xlsx,Chamber_9,2017.7525,10,8.355593587,8/30/21,High_pH_Low_T,8,10,,1741.502761,N/A,N/A,N/A,LoCO2
